simulation_id,network_size,seed_size,periods,max_resends,saturation_threshold,simulation_period,state_noread,state_count_read,state_count_prepared,state_count_shared,saturated_agents
1,3000,150,25,5,5,12,2903,74,0,23,1
1,3000,150,25,5,5,13,2903,74,0,23,1
1,3000,150,25,5,5,14,2903,74,0,23,1
1,3000,150,25,5,5,15,2903,74,0,23,1
1,3000,150,25,5,5,16,2903,74,0,23,1
1,3000,150,25,5,5,17,2903,74,0,23,1
1,3000,150,25,5,5,18,2903,74,0,23,1
1,3000,150,25,5,5,19,2903,74,0,23,1
1,3000,150,25,5,5,20,2903,74,0,23,1
1,3000,150,25,5,5,21,2903,74,0,23,1
1,3000,150,25,5,5,22,2903,74,0,23,1
1,3000,150,25,5,5,23,2903,74,0,23,1
1,3000,150,25,5,5,24,2903,74,0,23,1
2,3000,150,25,5,5,0,3000,0,0,0,0
2,3000,150,25,5,5,1,2975,18,7,0,0
2,3000,150,25,5,5,2,2939,47,7,7,0
2,3000,150,25,5,5,3,2936,48,0,16,0
2,3000,150,25,5,5,4,2936,48,0,16,0
2,3000,150,25,5,5,5,2973,20,7,0,0
2,3000,150,25,5,5,6,2970,20,10,0,0
2,3000,150,25,5,5,7,2972,20,8,0,0
2,3000,150,25,5,5,8,2927,48,17,8,0
2,3000,150,25,5,5,9,2977,12,11,0,0
2,3000,150,25,5,5,10,2961,30,9,0,0
2,3000,150,25,5,5,11,2903,78,10,9,0
2,3000,150,25,5,5,12,2897,80,4,19,0
2,3000,150,25,5,5,13,2896,80,0,24,0
2,3000,150,25,5,5,14,2896,80,0,24,0
2,3000,150,25,5,5,15,2896,80,0,24,0
2,3000,150,25,5,5,16,2896,80,0,24,0
2,3000,150,25,5,5,17,2896,80,0,24,0
2,3000,150,25,5,5,18,2896,80,0,24,0
2,3000,150,25,5,5,19,2896,80,0,24,0
2,3000,150,25,5,5,20,2896,80,0,24,0
2,3000,150,25,5,5,21,2896,80,0,24,0
2,3000,150,25,5,5,22,2896,80,0,24,0
2,3000,150,25,5,5,23,2896,80,0,24,0
2,3000,150,25,5,5,24,2896,80,0,24,0
3,3000,150,25,5,5,0,3000,0,0,0,0
3,3000,150,25,5,5,1,2963,30,7,0,0
3,3000,150,25,5,5,2,2919,59,15,7,0
3,3000,150,25,5,5,3,2971,24,5,0,0
3,3000,150,25,5,5,4,2945,46,4,5,0
3,3000,150,25,5,5,5,2960,32,8,0,0
3,3000,150,25,5,5,6,2974,20,6,0,0
3,3000,150,25,5,5,7,2968,21,11,0,0
3,3000,150,25,5,5,8,2900,72,17,11,0
3,3000,150,25,5,5,9,2972,16,12,0,0
3,3000,150,25,5,5,10,2871,89,26,14,0
3,3000,150,25,5,5,11,2867,93,0,40,0
3,3000,150,25,5,5,12,2867,93,0,40,0
3,3000,150,25,5,5,13,2867,93,0,40,0
3,3000,150,25,5,5,14,2867,93,0,40,0
3,3000,150,25,5,5,15,2867,93,0,40,0
3,3000,150,25,5,5,16,2867,93,0,40,0
3,3000,150,25,5,5,17,2867,93,0,40,0
3,3000,150,25,5,5,18,2867,93,0,40,0
3,3000,150,25,5,5,19,2867,93,0,40,0
3,3000,150,25,5,5,20,2867,93,0,40,0
3,3000,150,25,5,5,21,2867,93,0,40,0
3,3000,150,25,5,5,22,2867,93,0,40,0
3,3000,150,25,5,5,23,2867,93,0,40,0
3,3000,150,25,5,5,24,2867,93,0,40,0
4,3000,150,25,5,5,0,3000,0,0,0,0
4,3000,150,25,5,5,1,2978,18,4,0,0
4,3000,150,25,5,5,2,2954,36,6,4,0
4,3000,150,25,5,5,3,2954,36,0,10,0
4,3000,150,25,5,5,4,2969,24,7,0,0
4,3000,150,25,5,5,5,2975,19,6,0,0
4,3000,150,25,5,5,6,2937,51,6,6,0
4,3000,150,25,5,5,7,2934,54,0,12,0
4,3000,150,25,5,5,8,2934,54,0,12,0
4,3000,150,25,5,5,9,2934,54,0,12,0
4,3000,150,25,5,5,10,2934,54,0,12,0
4,3000,150,25,5,5,11,2934,54,0,12,0
4,3000,150,25,5,5,12,2969,24,7,0,0
4,3000,150,25,5,5,13,2964,23,13,0,0
4,3000,150,25,5,5,14,2884,87,16,13,0
4,3000,150,25,5,5,15,2881,89,1,29,0
4,3000,150,25,5,5,16,2967,23,10,0,1
4,3000,150,25,5,5,17,2894,79,17,10,1
4,3000,150,25,5,5,18,2890,83,0,27,1
4,3000,150,25,5,5,19,2890,83,0,27,1
4,3000,150,25,5,5,20,2890,83,0,27,1
4,3000,150,25,5,5,21,2890,83,0,27,1
4,3000,150,25,5,5,22,2890,83,0,27,1
4,3000,150,25,5,5,23,2890,83,0,27,1
4,3000,150,25,5,5,24,2890,83,0,27,1
5,3000,150,25,5,5,0,3000,0,0,0,0
5,3000,150,25,5,5,1,2974,22,4,0,0
5,3000,150,25,5,5,2,2968,20,12,0,0
5,3000,150,25,5,5,3,2968,23,9,0,0
5,3000,150,25,5,5,4,2921,61,9,9,0
5,3000,150,25,5,5,5,2910,70,2,18,0
5,3000,150,25,5,5,6,2909,71,0,20,0
5,3000,150,25,5,5,7,2973,15,12,0,0
5,3000,150,25,5,5,8,2892,84,10,14,0
5,3000,150,25,5,5,9,2967,22,11,0,0
5,3000,150,25,5,5,10,2973,17,10,0,0
5,3000,150,25,5,5,11,2902,70,18,10,0
5,3000,150,25,5,5,12,2896,71,1,32,0
5,3000,150,25,5,5,13,2896,71,0,33,0
5,3000,150,25,5,5,14,2896,71,0,33,0
5,3000,150,25,5,5,15,2896,71,0,33,0
5,3000,150,25,5,5,16,2896,71,0,33,0
5,3000,150,25,5,5,17,2896,71,0,33,0
5,3000,150,25,5,5,18,2896,71,0,33,0
5,3000,150,25,5,5,19,2896,71,0,33,0
5,3000,150,25,5,5,20,2896,71,0,33,0
5,3000,150,25,5,5,21,2896,71,0,33,0
5,3000,150,25,5,5,22,2896,71,0,33,0
5,3000,150,25,5,5,23,2896,71,0,33,0
5,3000,150,25,5,5,24,2896,71,0,33,0
6,3000,150,25,5,5,0,3000,0,0,0,0
6,3000,150,25,5,5,1,2972,20,8,0,0
6,3000,150,25,5,5,2,2977,20,3,0,0
6,3000,150,25,5,5,3,2948,46,3,3,0
6,3000,150,25,5,5,4,2948,46,0,6,0
6,3000,150,25,5,5,5,2948,46,0,6,0
6,3000,150,25,5,5,6,2971,19,10,0,0
6,3000,150,25,5,5,7,2897,81,12,10,0
6,3000,150,25,5,5,8,2895,82,0,23,0
6,3000,150,25,5,5,9,2976,20,4,0,0
6,3000,150,25,5,5,10,2973,23,4,0,0
6,3000,150,25,5,5,11,2951,39,6,4,0
6,3000,150,25,5,5,12,2950,39,1,10,0
6,3000,150,25,5,5,13,2973,19,8,0,0
6,3000,150,25,5,5,14,2913,65,13,9,0
6,3000,150,25,5,5,15,2912,66,0,22,0
6,3000,150,25,5,5,16,2912,66,0,22,0
6,3000,150,25,5,5,17,2912,66,0,22,0
6,3000,150,25,5,5,18,2912,66,0,22,0
6,3000,150,25,5,5,19,2912,66,0,22,0
6,3000,150,25,5,5,20,2912,66,0,22,0
6,3000,150,25,5,5,21,2912,66,0,22,0
6,3000,150,25,5,5,22,2912,66,0,22,0
6,3000,150,25,5,5,23,2912,66,0,22,0
6,3000,150,25,5,5,24,2912,66,0,22,0
7,3000,150,25,5,5,0,3000,0,0,0,0
7,3000,150,25,5,5,1,2969,22,9,0,0
7,3000,150,25,5,5,2,2917,67,7,9,0
7,3000,150,25,5,5,3,2907,74,3,16,0
7,3000,150,25,5,5,4,2972,18,10,0,0
7,3000,150,25,5,5,5,2965,29,6,0,0
7,3000,150,25,5,5,6,2924,60,10,6,0
7,3000,150,25,5,5,7,2919,64,1,16,0
7,3000,150,25,5,5,8,2982,16,2,0,0
7,3000,150,25,5,5,9,2969,29,0,2,0
7,3000,150,25,5,5,10,2969,29,0,2,0
7,3000,150,25,5,5,11,2969,29,0,2,0
7,3000,150,25,5,5,12,2963,27,10,0,0
7,3000,150,25,5,5,13,2969,24,7,0,0
7,3000,150,25,5,5,14,2916,64,13,7,0
7,3000,150,25,5,5,15,2915,65,0,20,0
7,3000,150,25,5,5,16,2915,65,0,20,0
7,3000,150,25,5,5,17,2915,65,0,20,0
7,3000,150,25,5,5,18,2915,65,0,20,0
7,3000,150,25,5,5,19,2915,65,0,20,0
7,3000,150,25,5,5,20,2915,65,0,20,0
7,3000,150,25,5,5,21,2915,65,0,20,0
7,3000,150,25,5,5,22,2915,65,0,20,0
7,3000,150,25,5,5,23,2915,65,0,20,0
7,3000,150,25,5,5,24,2915,65,0,20,0
8,3000,150,25,5,5,0,3000,0,0,0,0
8,3000,150,25,5,5,1,2974,16,10,0,0
8,3000,150,25,5,5,2,2971,22,7,0,0
8,3000,150,25,5,5,3,2968,27,5,0,0
8,3000,150,25,5,5,4,2969,21,10,0,0
8,3000,150,25,5,5,5,2962,32,6,0,0
8,3000,150,25,5,5,6,2972,22,6,0,0
8,3000,150,25,5,5,7,2930,54,10,6,0
8,3000,150,25,5,5,8,2930,54,0,16,0
8,3000,150,25,5,5,9,2930,54,0,16,0
8,3000,150,25,5,5,10,2930,54,0,16,0
8,3000,150,25,5,5,11,2930,54,0,16,0
8,3000,150,25,5,5,12,2930,54,0,16,0
8,3000,150,25,5,5,13,2930,54,0,16,0
8,3000,150,25,5,5,14,2930,54,0,16,0
8,3000,150,25,5,5,15,2930,54,0,16,0
8,3000,150,25,5,5,16,2930,54,0,16,0
8,3000,150,25,5,5,17,2930,54,0,16,0
8,3000,150,25,5,5,18,2930,54,0,16,0
8,3000,150,25,5,5,19,2930,54,0,16,0
8,3000,150,25,5,5,20,2930,54,0,16,0
8,3000,150,25,5,5,21,2930,54,0,16,0
8,3000,150,25,5,5,22,2930,54,0,16,0
8,3000,150,25,5,5,23,2930,54,0,16,0
8,3000,150,25,5,5,24,2930,54,0,16,0
9,3000,150,25,5,5,0,3000,0,0,0,0
9,3000,150,25,5,5,1,2973,17,10,0,0
9,3000,150,25,5,5,2,2975,18,7,0,0
9,3000,150,25,5,5,3,2963,22,15,0,0
9,3000,150,25,5,5,4,2976,20,4,0,0
9,3000,150,25,5,5,5,2946,46,4,4,0
9,3000,150,25,5,5,6,2968,26,6,0,0
9,3000,150,25,5,5,7,2974,18,8,0,0
9,3000,150,25,5,5,8,2916,65,11,8,0
9,3000,150,25,5,5,9,2915,65,0,20,0
9,3000,150,25,5,5,10,2915,65,0,20,0
9,3000,150,25,5,5,11,2915,65,0,20,0
9,3000,150,25,5,5,12,2915,65,0,20,0
9,3000,150,25,5,5,13,2915,65,0,20,0
9,3000,150,25,5,5,14,2915,65,0,20,0
9,3000,150,25,5,5,15,2915,65,0,20,0
9,3000,150,25,5,5,16,2915,65,0,20,0
9,3000,150,25,5,5,17,2915,65,0,20,0
9,3000,150,25,5,5,18,2915,65,0,20,0
9,3000,150,25,5,5,19,2915,65,0,20,0
9,3000,150,25,5,5,20,2915,65,0,20,0
9,3000,150,25,5,5,21,2915,65,0,20,0
9,3000,150,25,5,5,22,2915,65,0,20,0
9,3000,150,25,5,5,23,2915,65,0,20,0
9,3000,150,25,5,5,24,2915,65,0,20,0
10,3000,150,25,5,5,0,3000,0,0,0,0
10,3000,150,25,5,5,1,2962,27,11,0,0
10,3000,150,25,5,5,2,2890,82,16,12,0
10,3000,150,25,5,5,3,2885,85,0,30,0
10,3000,150,25,5,5,4,2964,30,6,0,0
10,3000,150,25,5,5,5,2923,65,6,6,0
10,3000,150,25,5,5,6,2977,18,5,0,0
10,3000,150,25,5,5,7,2947,43,4,6,0
10,3000,150,25,5,5,8,2971,20,9,0,0
10,3000,150,25,5,5,9,2925,55,11,9,0
10,3000,150,25,5,5,10,2925,55,0,20,0
10,3000,150,25,5,5,11,2976,20,4,0,0
10,3000,150,25,5,5,12,2952,36,8,4,0
10,3000,150,25,5,5,13,2950,37,0,13,0
10,3000,150,25,5,5,14,2979,13,8,0,0
10,3000,150,25,5,5,15,2922,64,5,9,0
10,3000,150,25,5,5,16,2920,66,0,14,0
10,3000,150,25,5,5,17,2920,66,0,14,0
10,3000,150,25,5,5,18,2920,66,0,14,0
10,3000,150,25,5,5,19,2920,66,0,14,0
10,3000,150,25,5,5,20,2920,66,0,14,0
10,3000,150,25,5,5,21,2920,66,0,14,0
10,3000,150,25,5,5,22,2920,66,0,14,0
10,3000,150,25,5,5,23,2920,66,0,14,0
10,3000,150,25,5,5,24,2920,66,0,14,0
11,3000,150,25,5,5,0,3000,0,0,0,0
11,3000,150,25,5,5,1,2973,25,2,0,0
11,3000,150,25,5,5,2,2960,35,3,2,0
11,3000,150,25,5,5,3,2960,35,0,5,0
11,3000,150,25,5,5,4,2965,28,7,0,0
11,3000,150,25,5,5,5,2972,20,8,0,0
11,3000,150,25,5,5,6,2969,16,15,0,0
11,3000,150,25,5,5,7,2974,19,7,0,0
11,3000,150,25,5,5,8,2924,56,13,7,0
11,3000,150,25,5,5,9,2975,18,7,0,0
11,3000,150,25,5,5,10,2924,56,13,7,0
11,3000,150,25,5,5,11,2923,57,0,20,0
11,3000,150,25,5,5,12,2923,57,0,20,0
11,3000,150,25,5,5,13,2923,57,0,20,0
11,3000,150,25,5,5,14,2923,57,0,20,0
11,3000,150,25,5,5,15,2923,57,0,20,0
11,3000,150,25,5,5,16,2923,57,0,20,0
11,3000,150,25,5,5,17,2923,57,0,20,0
11,3000,150,25,5,5,18,2923,57,0,20,0
11,3000,150,25,5,5,19,2923,57,0,20,0
11,3000,150,25,5,5,20,2923,57,0,20,0
11,3000,150,25,5,5,21,2923,57,0,20,0
11,3000,150,25,5,5,22,2923,57,0,20,0
11,3000,150,25,5,5,23,2923,57,0,20,0
11,3000,150,25,5,5,24,2923,57,0,20,0
12,3000,150,25,5,5,0,3000,0,0,0,0
12,3000,150,25,5,5,1,2972,20,8,0,0
12,3000,150,25,5,5,2,2973,21,6,0,0
12,3000,150,25,5,5,3,2967,22,11,0,0
12,3000,150,25,5,5,4,2902,70,17,11,0
12,3000,150,25,5,5,5,2970,18,12,0,0
12,3000,150,25,5,5,6,2898,78,11,13,0
12,3000,150,25,5,5,7,2978,20,2,0,0
12,3000,150,25,5,5,8,2961,33,4,2,0
12,3000,150,25,5,5,9,2960,36,4,0,0
12,3000,150,25,5,5,10,2943,49,4,4,0
12,3000,150,25,5,5,11,2942,50,0,8,0
12,3000,150,25,5,5,12,2942,50,0,8,0
12,3000,150,25,5,5,13,2942,50,0,8,0
12,3000,150,25,5,5,14,2942,50,0,8,0
12,3000,150,25,5,5,15,2942,50,0,8,0
12,3000,150,25,5,5,16,2942,50,0,8,0
12,3000,150,25,5,5,17,2942,50,0,8,0
12,3000,150,25,5,5,18,2942,50,0,8,0
12,3000,150,25,5,5,19,2942,50,0,8,0
12,3000,150,25,5,5,20,2942,50,0,8,0
12,3000,150,25,5,5,21,2942,50,0,8,0
12,3000,150,25,5,5,22,2942,50,0,8,0
12,3000,150,25,5,5,23,2942,50,0,8,0
12,3000,150,25,5,5,24,2942,50,0,8,0
13,3000,150,25,5,5,0,3000,0,0,0,0
13,3000,150,25,5,5,1,2972,23,5,0,0
13,3000,150,25,5,5,2,2962,29,9,0,0
13,3000,150,25,5,5,3,2963,26,11,0,0
13,3000,150,25,5,5,4,2980,11,9,0,0
13,3000,150,25,5,5,5,2916,56,18,10,0
13,3000,150,25,5,5,6,2914,58,0,28,0
13,3000,150,25,5,5,7,2973,15,12,0,0
13,3000,150,25,5,5,8,2972,22,6,0,0
13,3000,150,25,5,5,9,2929,59,5,7,0
13,3000,150,25,5,5,10,2927,60,0,13,0
13,3000,150,25,5,5,11,2927,60,0,13,0
13,3000,150,25,5,5,12,2927,60,0,13,0
13,3000,150,25,5,5,13,2927,60,0,13,0
13,3000,150,25,5,5,14,2927,60,0,13,0
13,3000,150,25,5,5,15,2927,60,0,13,0
13,3000,150,25,5,5,16,2927,60,0,13,0
13,3000,150,25,5,5,17,2927,60,0,13,0
13,3000,150,25,5,5,18,2927,60,0,13,0
13,3000,150,25,5,5,19,2927,60,0,13,0
13,3000,150,25,5,5,20,2927,60,0,13,0
13,3000,150,25,5,5,21,2927,60,0,13,0
13,3000,150,25,5,5,22,2927,60,0,13,0
13,3000,150,25,5,5,23,2927,60,0,13,0
13,3000,150,25,5,5,24,2927,60,0,13,0
14,3000,150,25,5,5,0,3000,0,0,0,0
14,3000,150,25,5,5,1,2971,22,7,0,0
14,3000,150,25,5,5,2,2930,58,4,8,0
14,3000,150,25,5,5,3,2929,59,0,12,0
14,3000,150,25,5,5,4,2973,19,8,0,0
14,3000,150,25,5,5,5,2971,21,8,0,0
14,3000,150,25,5,5,6,2911,73,8,8,0
14,3000,150,25,5,5,7,2966,23,11,0,0
14,3000,150,25,5,5,8,2967,20,13,0,0
14,3000,150,25,5,5,9,2878,90,19,13,0
14,3000,150,25,5,5,10,2867,100,1,32,0
14,3000,150,25,5,5,11,2978,15,7,0,0
14,3000,150,25,5,5,12,2941,47,5,7,0
14,3000,150,25,5,5,13,2940,48,0,12,0
14,3000,150,25,5,5,14,2940,48,0,12,0
14,3000,150,25,5,5,15,2940,48,0,12,0
14,3000,150,25,5,5,16,2940,48,0,12,0
14,3000,150,25,5,5,17,2940,48,0,12,0
14,3000,150,25,5,5,18,2940,48,0,12,0
14,3000,150,25,5,5,19,2940,48,0,12,0
14,3000,150,25,5,5,20,2940,48,0,12,0
14,3000,150,25,5,5,21,2940,48,0,12,0
14,3000,150,25,5,5,22,2940,48,0,12,0
14,3000,150,25,5,5,23,2940,48,0,12,0
14,3000,150,25,5,5,24,2940,48,0,12,0
15,3000,150,25,5,5,0,3000,0,0,0,0
15,3000,150,25,5,5,1,2971,23,6,0,0
15,3000,150,25,5,5,2,2935,51,8,6,0
15,3000,150,25,5,5,3,2934,52,0,14,0
15,3000,150,25,5,5,4,2934,52,0,14,0
15,3000,150,25,5,5,5,2934,52,0,14,0
15,3000,150,25,5,5,6,2961,24,15,0,0
15,3000,150,25,5,5,7,2877,89,19,15,0
15,3000,150,25,5,5,8,2873,93,0,34,0
15,3000,150,25,5,5,9,2873,93,0,34,0
15,3000,150,25,5,5,10,2873,93,0,34,0
15,3000,150,25,5,5,11,2873,93,0,34,0
15,3000,150,25,5,5,12,2873,93,0,34,0
15,3000,150,25,5,5,13,2873,93,0,34,0
15,3000,150,25,5,5,14,2967,26,7,0,0
15,3000,150,25,5,5,15,2923,64,6,7,0
15,3000,150,25,5,5,16,2918,66,3,13,0
15,3000,150,25,5,5,17,2917,67,0,16,0
15,3000,150,25,5,5,18,2972,20,8,0,0
15,3000,150,25,5,5,19,2919,65,8,8,0
15,3000,150,25,5,5,20,2961,29,10,0,0
15,3000,150,25,5,5,21,2894,84,12,10,0
15,3000,150,25,5,5,22,2890,88,0,22,0
15,3000,150,25,5,5,23,2890,88,0,22,0
15,3000,150,25,5,5,24,2890,88,0,22,0
16,3000,150,25,5,5,0,3000,0,0,0,0
16,3000,150,25,5,5,1,2969,19,12,0,0
16,3000,150,25,5,5,2,2895,77,15,13,0
16,3000,150,25,5,5,3,2973,19,8,0,0
16,3000,150,25,5,5,4,2918,63,11,8,0
16,3000,150,25,5,5,5,2977,12,11,0,0
16,3000,150,25,5,5,6,2888,86,14,12,0
16,3000,150,25,5,5,7,2878,95,1,26,0
16,3000,150,25,5,5,8,2979,12,9,0,0
16,3000,150,25,5,5,9,2973,18,9,0,0
16,3000,150,25,5,5,10,2968,22,10,0,1
16,3000,150,25,5,5,11,2899,77,14,10,1
16,3000,150,25,5,5,12,2894,82,0,24,1
16,3000,150,25,5,5,13,2894,82,0,24,1
16,3000,150,25,5,5,14,2894,82,0,24,1
16,3000,150,25,5,5,15,2894,82,0,24,1
16,3000,150,25,5,5,16,2894,82,0,24,1
16,3000,150,25,5,5,17,2894,82,0,24,1
16,3000,150,25,5,5,18,2894,82,0,24,1
16,3000,150,25,5,5,19,2894,82,0,24,1
16,3000,150,25,5,5,20,2894,82,0,24,1
16,3000,150,25,5,5,21,2894,82,0,24,1
16,3000,150,25,5,5,22,2894,82,0,24,1
16,3000,150,25,5,5,23,2894,82,0,24,1
16,3000,150,25,5,5,24,2894,82,0,24,1
17,3000,150,25,5,5,0,3000,0,0,0,0
17,3000,150,25,5,5,1,2973,17,10,0,0
17,3000,150,25,5,5,2,2910,70,10,10,0
17,3000,150,25,5,5,3,2901,78,1,20,0
17,3000,150,25,5,5,4,2901,78,0,21,0
17,3000,150,25,5,5,5,2901,78,0,21,0
17,3000,150,25,5,5,6,2901,78,0,21,0
17,3000,150,25,5,5,7,2975,17,8,0,0
17,3000,150,25,5,5,8,2975,21,4,0,0
17,3000,150,25,5,5,9,2972,22,6,0,0
17,3000,150,25,5,5,10,2976,18,6,0,0
17,3000,150,25,5,5,11,2964,27,9,0,0
17,3000,150,25,5,5,12,2904,75,12,9,0
17,3000,150,25,5,5,13,2899,79,1,21,0
17,3000,150,25,5,5,14,2899,79,0,22,0
17,3000,150,25,5,5,15,2899,79,0,22,0
17,3000,150,25,5,5,16,2899,79,0,22,0
17,3000,150,25,5,5,17,2899,79,0,22,0
17,3000,150,25,5,5,18,2899,79,0,22,0
17,3000,150,25,5,5,19,2899,79,0,22,0
17,3000,150,25,5,5,20,2899,79,0,22,0
17,3000,150,25,5,5,21,2899,79,0,22,0
17,3000,150,25,5,5,22,2899,79,0,22,0
17,3000,150,25,5,5,23,2899,79,0,22,0
17,3000,150,25,5,5,24,2899,79,0,22,0
18,3000,150,25,5,5,0,3000,0,0,0,0
18,3000,150,25,5,5,1,2972,23,5,0,0
18,3000,150,25,5,5,2,2967,25,8,0,0
18,3000,150,25,5,5,3,2980,14,6,0,0
18,3000,150,25,5,5,4,2968,25,7,0,0
18,3000,150,25,5,5,5,2919,60,14,7,0
18,3000,150,25,5,5,6,2969,24,7,0,0
18,3000,150,25,5,5,7,2920,67,6,7,0
18,3000,150,25,5,5,8,2977,16,7,0,0
18,3000,150,25,5,5,9,2930,52,11,7,0
18,3000,150,25,5,5,10,2924,57,1,18,0
18,3000,150,25,5,5,11,2924,57,0,19,0
18,3000,150,25,5,5,12,2924,57,0,19,0
18,3000,150,25,5,5,13,2924,57,0,19,0
18,3000,150,25,5,5,14,2924,57,0,19,0
18,3000,150,25,5,5,15,2924,57,0,19,0
18,3000,150,25,5,5,16,2924,57,0,19,0
18,3000,150,25,5,5,17,2924,57,0,19,0
18,3000,150,25,5,5,18,2924,57,0,19,0
18,3000,150,25,5,5,19,2924,57,0,19,0
18,3000,150,25,5,5,20,2924,57,0,19,0
18,3000,150,25,5,5,21,2924,57,0,19,0
18,3000,150,25,5,5,22,2924,57,0,19,0
18,3000,150,25,5,5,23,2924,57,0,19,0
18,3000,150,25,5,5,24,2924,57,0,19,0
19,3000,150,25,5,5,0,3000,0,0,0,0
19,3000,150,25,5,5,1,2963,31,6,0,0
19,3000,150,25,5,5,2,2977,17,6,0,0
19,3000,150,25,5,5,3,2979,17,4,0,0
19,3000,150,25,5,5,4,2961,32,3,4,0
19,3000,150,25,5,5,5,2950,43,0,7,0
19,3000,150,25,5,5,6,2965,28,7,0,0
19,3000,150,25,5,5,7,2969,24,7,0,0
19,3000,150,25,5,5,8,2972,17,11,0,0
19,3000,150,25,5,5,9,2908,69,12,11,0
19,3000,150,25,5,5,10,2903,72,2,23,0
19,3000,150,25,5,5,11,2903,72,0,25,0
19,3000,150,25,5,5,12,2903,72,0,25,0
19,3000,150,25,5,5,13,2903,72,0,25,0
19,3000,150,25,5,5,14,2903,72,0,25,0
19,3000,150,25,5,5,15,2903,72,0,25,0
19,3000,150,25,5,5,16,2903,72,0,25,0
19,3000,150,25,5,5,17,2903,72,0,25,0
19,3000,150,25,5,5,18,2903,72,0,25,0
19,3000,150,25,5,5,19,2903,72,0,25,0
19,3000,150,25,5,5,20,2903,72,0,25,0
19,3000,150,25,5,5,21,2903,72,0,25,0
19,3000,150,25,5,5,22,2903,72,0,25,0
19,3000,150,25,5,5,23,2903,72,0,25,0
19,3000,150,25,5,5,24,2903,72,0,25,0
